data_as_of,start_date,end_date,group,year,state,sex,age_group,covid_19_deaths,total_deaths,pneumonia_deaths,pneumonia_and_covid_19_deaths,influenza_deaths,pneumonia_influenza_or_covid_19_deaths,footnote,disease_category,prevalence_rate
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,All Sexes,55-64 years,86,"1,413",101,43,,147,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,38.05
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,All Sexes,65-74 years,165,"2,413",210,87,10,298,,Hypertension,38.13
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,All Sexes,75-84 years,223,"3,140",244,105,15,375,,Arthritis,18.32
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,All Sexes,85 years and over,212,"3,311",203,76,13,351,,Obesity,29.94
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Male,All Ages,410,"6,418",465,199,17,692,,Asthma,10.62
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Male,Under 1 year,0,27,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,30.41
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Male,0-17 years,,68,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,23.97
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Male,1-4 years,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,29.43
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Male,5-14 years,0,18,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,34.13
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Male,15-24 years,0,110,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,29.23
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Male,18-29 years,,177,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,20.53
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Male,25-34 years,,190,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,20.31
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Male,30-39 years,,230,15,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,23.23
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Male,35-44 years,,281,11,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,24.97
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Male,40-49 years,12,289,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,24.65
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Male,45-54 years,14,345,,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,48.43
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Male,50-64 years,57,"1,071",65,29,,95,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,11.01
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Male,55-64 years,50,859,58,27,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,3.34
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Male,65-74 years,97,"1,495",127,53,,175,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,29.79
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Male,75-84 years,130,"1,717",146,65,,217,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,2.79
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Male,85 years and over,109,"1,371",103,47,,169,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,22.24
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Female,All Ages,319,"5,355",354,129,27,569,,Obesity,31.01
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Female,Under 1 year,0,18,0,0,0,0,,Arthritis,25.65
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Female,0-17 years,0,46,0,0,0,0,,Diabetes,9.81
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,17.88
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Female,5-14 years,0,14,0,0,0,0,,Obesity,27.6
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Female,15-24 years,0,38,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,22.21
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Female,18-29 years,,57,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,6.61
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Female,25-34 years,,78,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,5.21
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Female,30-39 years,,127,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,13.87
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Female,35-44 years,,150,10,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,26.01
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Female,40-49 years,,154,12,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,29.39
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Female,45-54 years,,216,14,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,35.16
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Female,50-64 years,42,690,51,18,,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Cancer,5.85
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Female,55-64 years,36,554,43,16,,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,6.82
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Female,65-74 years,68,918,83,34,,123,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,19.91
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Female,75-84 years,93,"1,423",98,40,,158,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,25.8
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Montana,Female,85 years and over,103,"1,940",100,29,,182,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,38.82
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,All Sexes,All Ages,147,"7,726",398,44,23,523,,Diabetes,14.38
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,All Sexes,Under 1 year,0,36,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,26.12
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,All Sexes,0-17 years,0,78,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,10.63
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,All Sexes,1-4 years,0,11,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,18.19
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,All Sexes,5-14 years,0,14,0,0,0,0,,Chronic Kidney Disease,3.35
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,All Sexes,15-24 years,,90,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,27.2
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,All Sexes,18-29 years,,140,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,32.07
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,All Sexes,25-34 years,0,162,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,32.43
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,All Sexes,30-39 years,0,202,11,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,43.74
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,All Sexes,35-44 years,0,229,12,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,13.68
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,All Sexes,40-49 years,,268,12,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,13.05
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,All Sexes,45-54 years,,360,16,0,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,48.06
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,All Sexes,50-64 years,,"1,104",53,,,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,15.13
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,All Sexes,55-64 years,,890,44,,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,13.83
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,All Sexes,65-74 years,28,"1,613",78,12,,99,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,44.44
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,All Sexes,75-84 years,49,"2,038",111,17,,151,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,20.42
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,All Sexes,85 years and over,59,"2,283",130,13,,180,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,6.0
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Male,All Ages,75,"4,097",188,20,14,256,,Obesity,32.6
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Male,Under 1 year,0,21,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,31.61
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Male,0-17 years,0,47,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,46.05
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,7.3
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,45.91
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Male,15-24 years,,60,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,3.9
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Male,18-29 years,,93,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,4.83
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Male,25-34 years,0,110,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,22.36
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Male,30-39 years,0,135,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,39.02
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Male,35-44 years,0,141,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,16.58
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Male,40-49 years,,154,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,32.48
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Male,45-54 years,,221,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,30.9
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Male,50-64 years,,675,30,0,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,COPD,7.42
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Male,55-64 years,,536,26,0,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,5.95
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Male,65-74 years,15,929,40,,,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,37.21
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Male,75-84 years,26,"1,095",50,,,75,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,6.65
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Male,85 years and over,26,969,55,,,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,7.27
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Female,All Ages,72,"3,629",210,24,,267,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,8.37
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Female,Under 1 year,0,15,0,0,0,0,,Hypertension,35.7
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Female,0-17 years,0,31,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,COPD,5.41
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,5.84
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,COPD,10.22
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Female,15-24 years,0,30,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,25.86
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Female,18-29 years,0,47,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Cancer,7.65
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Female,25-34 years,0,52,0,0,0,0,,Arthritis,24.48
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Female,30-39 years,0,67,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,12.24
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Female,35-44 years,0,88,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,9.84
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Female,40-49 years,0,114,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,8.94
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Female,45-54 years,0,139,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Cancer,6.39
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Female,50-64 years,,429,23,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,48.77
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Female,55-64 years,,354,18,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,16.18
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Female,65-74 years,13,684,38,,,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,24.89
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Female,75-84 years,23,943,61,11,,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Cancer,6.24
09/27/2023,01/01/2023,09/23/2023,By Year,2023,Montana,Female,85 years and over,33,"1,314",75,,,104,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,2.91
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,All Sexes,All Ages,"2,253","19,702","1,957",907,52,"3,355",,Diabetes,10.07
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,All Sexes,Under 1 year,0,145,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,14.75
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,All Sexes,0-17 years,,262,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,25.88
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,All Sexes,1-4 years,0,27,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,27.31
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,All Sexes,5-14 years,,49,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,24.06
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,All Sexes,15-24 years,,197,,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,11.98
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,All Sexes,18-29 years,11,287,13,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,13.35
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,All Sexes,25-34 years,16,302,17,,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,23.67
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,All Sexes,30-39 years,20,415,18,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,31.28
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,All Sexes,35-44 years,22,464,18,,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,COPD,7.27
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,All Sexes,40-49 years,36,584,31,12,,56,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,27.17
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,All Sexes,45-54 years,86,896,81,37,,132,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,6.19
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,All Sexes,50-64 years,269,"2,811",262,115,14,430,,COPD,7.95
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,All Sexes,55-64 years,209,"2,279",203,86,13,339,,Heart Disease,4.26
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,All Sexes,65-74 years,437,"3,749",364,177,,633,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,39.09
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,All Sexes,75-84 years,634,"4,793",546,292,,894,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,31.12
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,All Sexes,85 years and over,845,"6,801",720,302,15,"1,278",,Obesity,35.16
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Male,All Ages,"1,277","10,166","1,092",558,21,"1,832",,Diabetes,13.62
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Male,Under 1 year,0,96,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,7.44
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Male,0-17 years,,171,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,COPD,5.4
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Male,1-4 years,0,13,0,0,0,0,,Heart Disease,3.32
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Male,5-14 years,,31,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,36.43
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Male,15-24 years,,145,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,9.96
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Male,18-29 years,,213,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,10.48
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Male,25-34 years,12,220,12,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,9.52
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Male,30-39 years,15,283,14,,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,9.51
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Male,35-44 years,14,311,11,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Cancer,3.52
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Male,40-49 years,22,366,14,,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,22.49
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Male,45-54 years,60,554,45,24,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,6.87
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Male,50-64 years,173,"1,729",166,75,,272,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,14.44
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Male,55-64 years,130,"1,392",131,57,,212,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,5.67
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Male,65-74 years,292,"2,189",223,119,,400,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,16.35
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Male,75-84 years,387,"2,536",308,186,,511,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,6.67
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Male,85 years and over,380,"2,679",357,162,,578,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,9.39
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Female,All Ages,976,"9,536",865,349,31,"1,523",,Hypertension,16.62
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Female,Under 1 year,0,49,0,0,0,0,,Diabetes,4.1
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Female,0-17 years,0,91,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,11.26
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Female,1-4 years,0,14,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,14.08
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Female,5-14 years,0,18,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,4.64
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Female,15-24 years,,52,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,0.5
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Female,18-29 years,,74,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,25.28
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Female,25-34 years,,82,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,21.93
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Female,30-39 years,,132,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,16.49
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Female,35-44 years,,153,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,34.25
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Female,40-49 years,14,218,17,,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,38.63
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Female,45-54 years,26,342,36,13,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,37.98
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Female,50-64 years,96,"1,082",96,40,,158,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,22.94
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Female,55-64 years,79,887,72,29,,127,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,24.52
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Female,65-74 years,145,"1,560",141,58,,233,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,6.0
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Female,75-84 years,247,"2,257",238,106,,383,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,20.3
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Nebraska,Female,85 years and over,465,"4,122",363,140,12,700,,COPD,8.72
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,All Sexes,All Ages,"1,939","19,101","1,977",981,,"2,942",One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,17.36
