yearstart,year,state,locationdesc,datasource,topic,question,response,datavalueunit,datavaluetype,datavalue,datavaluealt,datavaluefootnotesymbol,datavaluefootnote,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,stratificationcategory2,stratification2,stratificationcategory3,stratification3,geolocation,responseid,locationid,topicid,questionid,datavaluetypeid,stratificationcategoryid1,stratificationid1,disease_category,mortality_rate
2015,2015,IN,Indiana,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,20.4,20.4,,,12.1,32.3,Race/Ethnicity,"Other, non-Hispanic",,,,,"(39.766910452000445, -86.14996019399968)",,18,ART,ART2_0,AgeAdjPrev,RACE,OTH,Infectious,77.79
2015,2015,IN,Indiana,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.3,11.3,,,10.4,12.3,Overall,Overall,,,,,"(39.766910452000445, -86.14996019399968)",,18,ART,ART2_0,AgeAdjPrev,OVERALL,OVR,Cardiovascular,239.81
2015,2015,IN,Indiana,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.4,11.4,,,10.4,12.5,Race/Ethnicity,"White, non-Hispanic",,,,,"(39.766910452000445, -86.14996019399968)",,18,ART,ART2_0,AgeAdjPrev,RACE,WHT,Liver,36.13
2015,2015,KS,Kansas,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.1,13.1,,,10.5,16.3,Race/Ethnicity,"Black, non-Hispanic",,,,,"(38.34774030000045, -98.20078122699965)",,20,ART,ART2_0,AgeAdjPrev,RACE,BLK,Cardiovascular,239.12
2015,2015,KS,Kansas,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,12,12,,,11.3,12.8,Gender,Female,,,,,"(38.34774030000045, -98.20078122699965)",,20,ART,ART2_0,AgeAdjPrev,GENDER,GENF,Accidents,65.89
2015,2015,KS,Kansas,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.4,7.4,,,5.4,10,Race/Ethnicity,Hispanic,,,,,"(38.34774030000045, -98.20078122699965)",,20,ART,ART2_0,AgeAdjPrev,RACE,HIS,Accidents,107.58
2015,2015,KS,Kansas,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.3,8.3,,,7.7,9,Gender,Male,,,,,"(38.34774030000045, -98.20078122699965)",,20,ART,ART2_0,AgeAdjPrev,GENDER,GENM,Cancer,252.25
2015,2015,KS,Kansas,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,23.4,23.4,,,18.2,29.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(38.34774030000045, -98.20078122699965)",,20,ART,ART2_0,AgeAdjPrev,RACE,MRC,Cancer,150.92
2015,2015,KS,Kansas,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,11,11,,,7.8,15.2,Race/Ethnicity,"Other, non-Hispanic",,,,,"(38.34774030000045, -98.20078122699965)",,20,ART,ART2_0,AgeAdjPrev,RACE,OTH,Diabetes,94.25
2015,2015,KS,Kansas,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.2,10.2,,,9.8,10.7,Overall,Overall,,,,,"(38.34774030000045, -98.20078122699965)",,20,ART,ART2_0,AgeAdjPrev,OVERALL,OVR,Infectious,76.79
2015,2015,KS,Kansas,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,10,10,,,9.5,10.5,Race/Ethnicity,"White, non-Hispanic",,,,,"(38.34774030000045, -98.20078122699965)",,20,ART,ART2_0,AgeAdjPrev,RACE,WHT,Diabetes,40.5
2015,2015,KY,Kentucky,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.8,10.8,,,8.1,14.3,Race/Ethnicity,"Black, non-Hispanic",,,,,"(37.645970271000465, -84.77497104799966)",,21,ART,ART2_0,AgeAdjPrev,RACE,BLK,Cardiovascular,287.89
2015,2015,KY,Kentucky,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.9,18.9,,,17,20.8,Gender,Female,,,,,"(37.645970271000465, -84.77497104799966)",,21,ART,ART2_0,AgeAdjPrev,GENDER,GENF,Cardiovascular,227.68
2015,2015,KY,Kentucky,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(37.645970271000465, -84.77497104799966)",,21,ART,ART2_0,AgeAdjPrev,RACE,HIS,Cancer,196.73
2015,2015,KY,Kentucky,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,13,13,,,11.6,14.7,Gender,Male,,,,,"(37.645970271000465, -84.77497104799966)",,21,ART,ART2_0,AgeAdjPrev,GENDER,GENM,Cancer,183.83
2015,2015,KY,Kentucky,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,20.2,20.2,,,11.5,33.1,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(37.645970271000465, -84.77497104799966)",,21,ART,ART2_0,AgeAdjPrev,RACE,MRC,Accidents,65.5
2015,2015,KY,Kentucky,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,22.3,22.3,,,13.5,34.4,Race/Ethnicity,"Other, non-Hispanic",,,,,"(37.645970271000465, -84.77497104799966)",,21,ART,ART2_0,AgeAdjPrev,RACE,OTH,Cardiovascular,286.2
2015,2015,KY,Kentucky,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,16,16,,,14.8,17.3,Overall,Overall,,,,,"(37.645970271000465, -84.77497104799966)",,21,ART,ART2_0,AgeAdjPrev,OVERALL,OVR,Liver,50.71
2015,2015,KY,Kentucky,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.5,16.5,,,15.2,18,Race/Ethnicity,"White, non-Hispanic",,,,,"(37.645970271000465, -84.77497104799966)",,21,ART,ART2_0,AgeAdjPrev,RACE,WHT,Respiratory,76.9
2015,2015,LA,Louisiana,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.3,12.3,,,10.5,14.2,Race/Ethnicity,"Black, non-Hispanic",,,,,"(31.31266064400046, -92.44568007099969)",,22,ART,ART2_0,AgeAdjPrev,RACE,BLK,Infectious,93.78
2015,2015,LA,Louisiana,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.3,16.3,,,14.7,18,Gender,Female,,,,,"(31.31266064400046, -92.44568007099969)",,22,ART,ART2_0,AgeAdjPrev,GENDER,GENF,Infectious,49.86
2015,2015,LA,Louisiana,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(31.31266064400046, -92.44568007099969)",,22,ART,ART2_0,AgeAdjPrev,RACE,HIS,Cancer,153.87
2015,2015,LA,Louisiana,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.1,10.1,,,8.7,11.9,Gender,Male,,,,,"(31.31266064400046, -92.44568007099969)",,22,ART,ART2_0,AgeAdjPrev,GENDER,GENM,Cardiovascular,309.63
2015,2015,LA,Louisiana,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(31.31266064400046, -92.44568007099969)",,22,ART,ART2_0,AgeAdjPrev,RACE,MRC,Cancer,152.15
2015,2015,LA,Louisiana,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.3,16.3,,,10,25.2,Race/Ethnicity,"Other, non-Hispanic",,,,,"(31.31266064400046, -92.44568007099969)",,22,ART,ART2_0,AgeAdjPrev,RACE,OTH,Kidney,15.25
2015,2015,LA,Louisiana,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.4,13.4,,,12.3,14.6,Overall,Overall,,,,,"(31.31266064400046, -92.44568007099969)",,22,ART,ART2_0,AgeAdjPrev,OVERALL,OVR,Cancer,224.91
2015,2015,LA,Louisiana,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.2,14.2,,,12.7,15.9,Race/Ethnicity,"White, non-Hispanic",,,,,"(31.31266064400046, -92.44568007099969)",,22,ART,ART2_0,AgeAdjPrev,RACE,WHT,Cancer,187.85
2015,2015,MA,Massachusetts,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.5,8.5,,,5.7,12.6,Race/Ethnicity,"Black, non-Hispanic",,,,,"(42.27687047000046, -72.08269067499964)",,25,ART,ART2_0,AgeAdjPrev,RACE,BLK,Liver,51.74
2015,2015,MA,Massachusetts,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.7,11.7,,,10.6,12.9,Gender,Female,,,,,"(42.27687047000046, -72.08269067499964)",,25,ART,ART2_0,AgeAdjPrev,GENDER,GENF,Neurological,63.71
2015,2015,MA,Massachusetts,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.7,11.7,,,9.1,14.9,Race/Ethnicity,Hispanic,,,,,"(42.27687047000046, -72.08269067499964)",,25,ART,ART2_0,AgeAdjPrev,RACE,HIS,Cancer,209.27
2015,2015,MA,Massachusetts,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.8,7.8,,,6.9,8.9,Gender,Male,,,,,"(42.27687047000046, -72.08269067499964)",,25,ART,ART2_0,AgeAdjPrev,GENDER,GENM,Respiratory,97.42
2015,2015,MA,Massachusetts,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,19.5,19.5,,,12.8,28.5,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(42.27687047000046, -72.08269067499964)",,25,ART,ART2_0,AgeAdjPrev,RACE,MRC,Accidents,134.28
2015,2015,MA,Massachusetts,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,4.6,4.6,,,2.6,7.9,Race/Ethnicity,"Other, non-Hispanic",,,,,"(42.27687047000046, -72.08269067499964)",,25,ART,ART2_0,AgeAdjPrev,RACE,OTH,Cancer,140.95
2015,2015,MA,Massachusetts,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.9,9.9,,,9.1,10.7,Overall,Overall,,,,,"(42.27687047000046, -72.08269067499964)",,25,ART,ART2_0,AgeAdjPrev,OVERALL,OVR,Respiratory,133.35
2015,2015,MA,Massachusetts,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.1,10.1,,,9.2,11,Race/Ethnicity,"White, non-Hispanic",,,,,"(42.27687047000046, -72.08269067499964)",,25,ART,ART2_0,AgeAdjPrev,RACE,WHT,Respiratory,139.26
2015,2015,MD,Maryland,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,9,9,,,7.5,10.8,Race/Ethnicity,"Black, non-Hispanic",,,,,"(39.29058096400047, -76.60926011099963)",,24,ART,ART2_0,AgeAdjPrev,RACE,BLK,Kidney,38.61
2015,2015,MD,Maryland,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.3,10.3,,,9.3,11.5,Gender,Female,,,,,"(39.29058096400047, -76.60926011099963)",,24,ART,ART2_0,AgeAdjPrev,GENDER,GENF,Cardiovascular,198.81
2015,2015,MD,Maryland,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.6,5.6,,,3.2,9.6,Race/Ethnicity,Hispanic,,,,,"(39.29058096400047, -76.60926011099963)",,24,ART,ART2_0,AgeAdjPrev,RACE,HIS,Other,55.26
2015,2015,MD,Maryland,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,6.1,6.1,,,5.3,7,Gender,Male,,,,,"(39.29058096400047, -76.60926011099963)",,24,ART,ART2_0,AgeAdjPrev,GENDER,GENM,Cardiovascular,200.46
2015,2015,MD,Maryland,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(39.29058096400047, -76.60926011099963)",,24,ART,ART2_0,AgeAdjPrev,RACE,MRC,Kidney,40.9
2015,2015,MD,Maryland,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,4.1,4.1,,,2.3,7,Race/Ethnicity,"Other, non-Hispanic",,,,,"(39.29058096400047, -76.60926011099963)",,24,ART,ART2_0,AgeAdjPrev,RACE,OTH,Infectious,102.18
2015,2015,MD,Maryland,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.3,8.3,,,7.7,9.1,Overall,Overall,,,,,"(39.29058096400047, -76.60926011099963)",,24,ART,ART2_0,AgeAdjPrev,OVERALL,OVR,Cancer,201.39
2015,2015,MD,Maryland,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.1,9.1,,,8.2,10.1,Race/Ethnicity,"White, non-Hispanic",,,,,"(39.29058096400047, -76.60926011099963)",,24,ART,ART2_0,AgeAdjPrev,RACE,WHT,Accidents,36.09
2015,2015,ME,Maine,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(45.254228894000505, -68.98503133599962)",,23,ART,ART2_0,AgeAdjPrev,RACE,BLK,Cancer,269.88
2015,2015,ME,Maine,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.2,14.2,,,12.9,15.6,Gender,Female,,,,,"(45.254228894000505, -68.98503133599962)",,23,ART,ART2_0,AgeAdjPrev,GENDER,GENF,Cancer,178.8
2015,2015,ME,Maine,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(45.254228894000505, -68.98503133599962)",,23,ART,ART2_0,AgeAdjPrev,RACE,HIS,Cardiovascular,229.86
2015,2015,ME,Maine,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.7,10.7,,,9.5,12,Gender,Male,,,,,"(45.254228894000505, -68.98503133599962)",,23,ART,ART2_0,AgeAdjPrev,GENDER,GENM,Cardiovascular,262.79
2015,2015,ME,Maine,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,21.5,21.5,,,11.9,35.8,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(45.254228894000505, -68.98503133599962)",,23,ART,ART2_0,AgeAdjPrev,RACE,MRC,Respiratory,138.75
2015,2015,ME,Maine,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.9,17.9,,,10.7,28.6,Race/Ethnicity,"Other, non-Hispanic",,,,,"(45.254228894000505, -68.98503133599962)",,23,ART,ART2_0,AgeAdjPrev,RACE,OTH,Neurological,109.22
2015,2015,ME,Maine,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.5,12.5,,,11.6,13.4,Overall,Overall,,,,,"(45.254228894000505, -68.98503133599962)",,23,ART,ART2_0,AgeAdjPrev,OVERALL,OVR,Cardiovascular,167
2015,2015,ME,Maine,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.3,12.3,,,11.4,13.3,Race/Ethnicity,"White, non-Hispanic",,,,,"(45.254228894000505, -68.98503133599962)",,23,ART,ART2_0,AgeAdjPrev,RACE,WHT,Cardiovascular,291.3
2015,2015,MI,Michigan,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.8,16.8,,,13.8,20.4,Race/Ethnicity,"Black, non-Hispanic",,,,,"(44.6613195430005, -84.71439026999968)",,26,ART,ART2_0,AgeAdjPrev,RACE,BLK,Cancer,229.72
2015,2015,MI,Michigan,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.5,14.5,,,13.2,15.9,Gender,Female,,,,,"(44.6613195430005, -84.71439026999968)",,26,ART,ART2_0,AgeAdjPrev,GENDER,GENF,Diabetes,57.26
2015,2015,MI,Michigan,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.8,5.8,,,3.4,9.9,Race/Ethnicity,Hispanic,,,,,"(44.6613195430005, -84.71439026999968)",,26,ART,ART2_0,AgeAdjPrev,RACE,HIS,Neurological,85.75
2015,2015,MI,Michigan,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.5,10.5,,,9.2,11.9,Gender,Male,,,,,"(44.6613195430005, -84.71439026999968)",,26,ART,ART2_0,AgeAdjPrev,GENDER,GENM,Cardiovascular,296.71
2015,2015,MI,Michigan,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.7,11.7,,,6.9,19.2,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(44.6613195430005, -84.71439026999968)",,26,ART,ART2_0,AgeAdjPrev,RACE,MRC,Cardiovascular,180.9
2015,2015,MI,Michigan,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.1,14.1,,,9.2,21.1,Race/Ethnicity,"Other, non-Hispanic",,,,,"(44.6613195430005, -84.71439026999968)",,26,ART,ART2_0,AgeAdjPrev,RACE,OTH,Accidents,142.49
2015,2015,MI,Michigan,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.6,12.6,,,11.6,13.5,Overall,Overall,,,,,"(44.6613195430005, -84.71439026999968)",,26,ART,ART2_0,AgeAdjPrev,OVERALL,OVR,Respiratory,73.24
2015,2015,MI,Michigan,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.2,12.2,,,11.2,13.3,Race/Ethnicity,"White, non-Hispanic",,,,,"(44.6613195430005, -84.71439026999968)",,26,ART,ART2_0,AgeAdjPrev,RACE,WHT,Liver,37.97
2015,2015,MN,Minnesota,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.6,11.6,,,8.3,16,Race/Ethnicity,"Black, non-Hispanic",,,,,"(46.35564873600049, -94.79420050299967)",,27,ART,ART2_0,AgeAdjPrev,RACE,BLK,Liver,51.07
2015,2015,MN,Minnesota,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.3,10.3,,,9.6,11,Gender,Female,,,,,"(46.35564873600049, -94.79420050299967)",,27,ART,ART2_0,AgeAdjPrev,GENDER,GENF,Kidney,78.87
2015,2015,MN,Minnesota,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,6.7,6.7,,,4.1,10.7,Race/Ethnicity,Hispanic,,,,,"(46.35564873600049, -94.79420050299967)",,27,ART,ART2_0,AgeAdjPrev,RACE,HIS,Cardiovascular,234.59
2015,2015,MN,Minnesota,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.2,7.2,,,6.5,7.9,Gender,Male,,,,,"(46.35564873600049, -94.79420050299967)",,27,ART,ART2_0,AgeAdjPrev,GENDER,GENM,Liver,54.52
2015,2015,MN,Minnesota,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.6,17.6,,,10.7,27.7,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(46.35564873600049, -94.79420050299967)",,27,ART,ART2_0,AgeAdjPrev,RACE,MRC,Kidney,71.48
2015,2015,MN,Minnesota,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,8,8,,,5.6,11.2,Race/Ethnicity,"Other, non-Hispanic",,,,,"(46.35564873600049, -94.79420050299967)",,27,ART,ART2_0,AgeAdjPrev,RACE,OTH,Cancer,187.99
2015,2015,MN,Minnesota,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.8,8.8,,,8.3,9.3,Overall,Overall,,,,,"(46.35564873600049, -94.79420050299967)",,27,ART,ART2_0,AgeAdjPrev,OVERALL,OVR,Infectious,50.54
2015,2015,MN,Minnesota,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.8,8.8,,,8.3,9.3,Race/Ethnicity,"White, non-Hispanic",,,,,"(46.35564873600049, -94.79420050299967)",,27,ART,ART2_0,AgeAdjPrev,RACE,WHT,Respiratory,107.48
2015,2015,MO,Missouri,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.4,12.4,,,10,15.4,Race/Ethnicity,"Black, non-Hispanic",,,,,"(38.635790776000476, -92.56630005299968)",,29,ART,ART2_0,AgeAdjPrev,RACE,BLK,Cardiovascular,318.54
2015,2015,MO,Missouri,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.4,17.4,,,15.6,19.3,Gender,Female,,,,,"(38.635790776000476, -92.56630005299968)",,29,ART,ART2_0,AgeAdjPrev,GENDER,GENF,Cancer,202.83
2015,2015,MO,Missouri,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(38.635790776000476, -92.56630005299968)",,29,ART,ART2_0,AgeAdjPrev,RACE,HIS,Cancer,277.23
2015,2015,MO,Missouri,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.1,11.1,,,9.8,12.5,Gender,Male,,,,,"(38.635790776000476, -92.56630005299968)",,29,ART,ART2_0,AgeAdjPrev,GENDER,GENM,Infectious,98.45
2015,2015,MO,Missouri,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,24.5,24.5,,,16.1,35.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(38.635790776000476, -92.56630005299968)",,29,ART,ART2_0,AgeAdjPrev,RACE,MRC,Cancer,174.21
2015,2015,MO,Missouri,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,15,15,,,9.5,23.1,Race/Ethnicity,"Other, non-Hispanic",,,,,"(38.635790776000476, -92.56630005299968)",,29,ART,ART2_0,AgeAdjPrev,RACE,OTH,Infectious,81.28
2015,2015,MO,Missouri,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.3,14.3,,,13.2,15.5,Overall,Overall,,,,,"(38.635790776000476, -92.56630005299968)",,29,ART,ART2_0,AgeAdjPrev,OVERALL,OVR,Diabetes,42.94
2015,2015,MO,Missouri,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.1,14.1,,,12.9,15.4,Race/Ethnicity,"White, non-Hispanic",,,,,"(38.635790776000476, -92.56630005299968)",,29,ART,ART2_0,AgeAdjPrev,RACE,WHT,Accidents,69.95
2015,2015,MS,Mississippi,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.4,15.4,,,13.6,17.4,Race/Ethnicity,"Black, non-Hispanic",,,,,"(32.745510099000455, -89.53803082499968)",,28,ART,ART2_0,AgeAdjPrev,RACE,BLK,Cardiovascular,473.95
2015,2015,MS,Mississippi,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.7,16.7,,,15.3,18.3,Gender,Female,,,,,"(32.745510099000455, -89.53803082499968)",,28,ART,ART2_0,AgeAdjPrev,GENDER,GENF,Infectious,105.47
2015,2015,MS,Mississippi,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(32.745510099000455, -89.53803082499968)",,28,ART,ART2_0,AgeAdjPrev,RACE,HIS,Cardiovascular,293.05
2015,2015,MS,Mississippi,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.3,12.3,,,10.8,14,Gender,Male,,,,,"(32.745510099000455, -89.53803082499968)",,28,ART,ART2_0,AgeAdjPrev,GENDER,GENM,Diabetes,47.54
2015,2015,MS,Mississippi,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(32.745510099000455, -89.53803082499968)",,28,ART,ART2_0,AgeAdjPrev,RACE,MRC,Neurological,101.39
2015,2015,MS,Mississippi,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(32.745510099000455, -89.53803082499968)",,28,ART,ART2_0,AgeAdjPrev,RACE,OTH,Accidents,122.98
2015,2015,MS,Mississippi,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.7,14.7,,,13.6,15.8,Overall,Overall,,,,,"(32.745510099000455, -89.53803082499968)",,28,ART,ART2_0,AgeAdjPrev,OVERALL,OVR,Respiratory,176.45
